,Клиент,unique_orders_count,unique_orders_order_list
619,Астана-Т,1,[8009]
620,Асташов Д.П.,1,[10657]
621,Астон,2,[ 7889 10022]
622,Астра,1,[14080]
623,АстраГласс,1,[9467]
624,Астэр Авто Новосибирск,1,[9764]
625,Асыл-НС,1,[10767]
626,Атлант,1,[8161]
627,Атлетик Транс Групп ,1,[9481]
628,АтомЭнергоКомплект,1,[9673]
629,АтомЭнергоСбыт,1,[14472]
630,Атомгидромонтаж,1,[8008]
631,Атоммашэкспорт,2,[14541 14921]
632,Аттестационная Кмпания ЯМАЛ,1,[7385]
633,Аудиторско-консультационная группа «РБС»,1,[6818]
634,Аутсорсинг №1,1,[7641]
635,Ашихмин В.А.,1,[10860]
636,Аэропорт Кольцово,1,[14886]
637,Аэропорты Камчатки,4,[ 8677 14190 14546 12624]
638,Аэропроект,1,[14308]
639,Б1 - Консалт,1,[13966]
640,БАЗУ-Русь,1,[8962]
641,БАЙКАЛ.ЦЕНТР,1,[14820]
642,БАКАУТ,1,[14145]
643,БАКС – Технология,1,[11141]
644,БАЛТИЙСКИЙ ЩИТ,1,[11807]
645,БАЛТИКБРИЗ ПЛЮС,1,[14223]
646,БАЛТОРГАНИКА,1,[9483]
647,БАРСПРОМ-М,1,[11916]
648,БАСК-ЦА,1,[10246]
649,БАТО,1,[11204]
650,БАУ ИНВЕСТ ТЕХНОЛОДЖИ,1,[13401]
651,БАУМА,3,[10674 12418 12469]
652,БАУТРАНС,1,[14131]
653,БАШКОРТОСТАНСКАЯ ППК,1,[13247]
654,БВБ Групп,3,[14511 15068 15179]
655,БВК-Строй,1,[10187]
656,БЕЛ СЛАВ СТРОЙ РЕКОНСТРУКЦИЯ,1,[7867]
657,БЕЛГАЗСТРОЙ,1,[13035]
658,БЕЛЛО МОБИЛИ,1,[13663]
659,БЕРФУТ ЛОГИСТИКС РУС,2,[9594 9734]
660,БЕСЛАНСКИЙ ЩЕБЕНОЧНЫЙ ЗАВОД,1,[8283]
661,БЕСТ-СТРОЙ,1,[8547]
662,БЕТЭЛТРАНС,1,[13988]
663,БИЗНЕС ВЕСТА,1,[8785]
664,БИЗНЕСТРАСТ,3,[14349 15355 13145]
665,БИОКАД,1,[8005]
666,БИОТЕХКОМПОСТ,1,[13393]
667,БИОЭН Терминал,1,[11203]
668,БИС Складской комплекс,1,[7478]
669,БК-Партнер,1,[10786]
670,БК-Ресурс,1,[10202]
671,БКО,2,[10770 13576]
672,БМ-ЭЛЕКТРО,1,[12574]
673,БМА Руссланд,1,[13610]
674,БМК,1,[11050]
675,БМСК,1,[10702]
676,БМТ,1,[8582]
677,БН54,1,[13131]
678,БНК,1,[8110]
679,БОНД,1,[8832]
680,БПТК Прогресс,2,[ 9039 10293]
681,БРАЕР (Зубр),1,[13225]
682,БРИК ВОЛЛ,1,[15301]
683,БС Технологии,1,[14099]
684,БС-Строй,1,[9391]
685,БСА Проект,1,[13127]
686,БСК Холдинг,1,[15024]
687,БСО Логистик,1,[15239]
688,БСТ-МОДУЛЬ,1,[13231]
689,БТК групп,8,[ 7322 10618 14155 12511 12512 12514 12515 12931]
690,БТС-Мост,1,[14137]
691,БУЗ ОРЛОВСКОЙ ОБЛАСТИ,1,[14288]
692,БУРМАКИНСКАЯ  РАЙОННАЯ БОЛЬНИЦА № 1,1,[12202]
693,БФА - Девелопмент,1,[13354]
694,БШПУ,1,[9411]
695,Бабаевский леспромхоз,1,[12363]
696,Базис,1,[10710]
697,Базис-Монолит,1,[8454]
698,Баимская Энерджи,1,[15137]
699,БайкалАльпЦентр,1,[12308]
700,Байкальская горная компания,9,[ 7519 10421 10410 10305  9843 10349 10781  6977  7068]
701,Байтек Лизинг,1,[13510]
702,Балашников Э.В.,1,[11813]
703,БалтМостПроект,1,[11185]
704,БалтХимТэк,1,[9220]
705,Балтийская Промышленная Компания,1,[13262]
706,Балтийский завод,1,[8989]
707,Балтспецсервис,1,[6804]
708,Балтэкском,1,[11802]
709,Банада,1,[8136]
710,Баранов А.В.,1,[9636]
711,Баранов В.В.,1,[12880]
712,Барокко ,1,[7077]
713,Барс-Сервис,1,[8220]
714,Барса,1,[12229]
715,Бартолет Машиненбау АГ,1,[11572]
716,Басма-Инжиниринг,1,[8842]
717,Бастион,2,[13886 12437]
718,Батайское,1,[14458]
719,Батиссур,2,[ 8373 13479]
720,БауИнвест,1,[14607]
721,Баурама,1,[7299]
722,Баурама ,1,[7370]
723,Бауэр,1,[6979]
724,Бахтеева ,1,[14222]
725,БашМетГрупп,1,[11623]
726,БашНИПИнефть,1,[7499]
727,Башгипронефтехим,1,[14508]
728,Башкиравтодор,1,[13252]
729,Башкирская медь,7,[10228 10412 10007  7181 13650 12111 11386]
730,Башкирская мясная компания,1,[14491]
731,Башкирская содовая компания,1,[10181]
732,Башкирэнерго,1,[13787]
733,Башмаков В.В.,1,[10720]
734,Башмедь,1,[12486]
735,Башмонолитстрой,1,[9456]
736,Башнефть-Добыча,2,[ 7091 12211]
737,Башнефть-Розница,1,[9166]
738,Безопасные Технологии,1,[14457]
739,Безопасный мир,1,[9744]
740,Бейский промышленно-транспортный комплекс,1,[13932]
741,БелБиоХаус,1,[7970]
742,БелЗНАК-Прохоровка,1,[10397]
743,Белая Дача,1,[10593]
744,Белая птица,1,[6727]
745,Белгородский бройлер,1,[14678]
746,Белдорстрой,1,[13636]
747,Белинский сыродельный завод,1,[8480]
748,Белпрофильметалл,3,[ 9098  9208 11318]
749,Белстрой,1,[7873]
750,Белхимполимер,1,[14392]
751,Белый Медведь,1,[8452]
752,Белых Денис Витальевич,1,[9210]
753,Белэнергоремналадка,1,[10518]
754,Бенефит Бизнес,1,[10229]
755,Беннак,1,[13912]
756,Бергванд,1,[7459]
757,БерезкаГаз Югра,1,[11617]
758,Березняк Е.,1,[9877]
759,Берингпромуголь,2,[8613 7566]
760,БиТиСи групп,1,[8068]
761,Биакор,1,[9344]
762,Бивайн ,1,[8210]
763,Бизнес Актив,1,[10598]
764,БизнесСтройКомплекс,2,[ 8821 11159]
765,Бизнесстрой,1,[10230]
766,Билд,3,[ 9153  9045 10094]
767,Билдерс дей компани,1,[7598]
768,Билдинг,1,[11699]
769,Билдинг СЛБ,1,[10430]
770,Билибинская АЭС,1,[10061]
771,Билонг,1,[10828]
772,БиоПласт,2,[ 8004 15073]
773,Биокомплекс,1,[15197]
774,Биотехнологический комплекс-Росва,1,[7821]
775,Биохимик,1,[10303]
776,Бирюзов О.А.,1,[9414]
777,Бит Трейдинг,1,[11069]
778,Битумное Производство,1,[6879]
779,Битюков К.Э.,1,[9852]
780,Благоустройство Запсиба,1,[14147]
781,Благоустройство-Балашиха,1,[10015]
782,Ближняя Дача,1,[14067]
783,Блок Строй,2,[ 8939 13718]
784,Боградский ГОК,1,[11674]
785,Боксит Тимана,7,[ 8355  7392 10163 14249  6688  7076 11497]
786,Большеатмасская СОШ,1,[14944]
787,Большое Тепло,1,[7481]
788,Бондаренко ,1,[13823]
789,Борец,1,[10544]
790,Борец-Муравленко,1,[8978]
791,Борисик А. П.,1,[10811]
792,Борисов Юрий Михайлович,1,[7742]
793,Боровичский комбинат огнеупоров (БКО),1,[14699]
794,Борхиммаш,1,[10121]
795,Бошунг Кама,1,[8407]
796,БраерСтрой,1,[11226]
797,Брайтон,1,[12596]
798,Бранд,1,[11401]
799,Брентал,1,[10982]
800,Брио Строй,2,[ 8400 12551]
801,Бровкин В.Ф.,1,[7365]
802,Брусника,1,[12636]
803,Брусника. Индустриализация. Москва,1,[14883]
804,Брюханов П.А.,1,[10129]
805,БрянскАгрострой,6,[ 8662  8485  8716  8487  9868 13491]
806,Брянская мясная компания,1,[14752]
807,Брянский ЭТЗ,1,[6695]
808,Брянский химический завод имени 50-летия СССР,1,[14201]
809,Бубенское ,1,[7619]
810,Бубнова А.С. ,2,[9034 9018]
811,Булатова А.Е.,1,[9939]
812,Бункерная компания,1,[8878]
813,БурНефтеГаз (Соровскнефть),1,[9642]
814,Буровая компания Дельта,1,[14832]
815,Бурошнек,1,[11492]
816,Бурсервис Уфа,1,[14326]
817,Бурятзолото,1,[7703]
818,Буторин Г.А.,1,[11982]
819,Быков Д.А,1,[9551]
820,Быстринская горная компания,2,[14487 13613]
821,Бытовки.РФ,4,[9357 8963 8974 9137]
822,Бюро Горного Проектирования,3,[ 8628 10191 11282]
823,В-парк,1,[11785]
824,В2В-Девелопмент,1,[6799]
825,ВАБЭСТ,1,[12749]
826,ВАГОННОЕ ДЕПО БАЛАХОНЦЫ ( ВДБ ),1,[15205]
827,ВАКАНТ ТЕХНОЛОГИИ,1,[12215]
828,ВАШ СТИЛЬ,1,[13181]
829,ВАЭЛКОН,1,[9807]
830,ВБ Девелопмент,3,[13878 14569 13295]
831,ВВК,1,[12669]
832,ВГК ТС (ВГК Транспортные системы),1,[14817]
833,ВГК Угольный терминал,1,[13366]
834,ВГТРК ГОСТЕЛЕРАДИОФОНД,1,[10238]
835,ВДНХ,1,[11460]
836,ВДНХ ЭКСПО,1,[10689]
837,ВЕГА СТРОЙ ИНЖИНИРИНГ,1,[12004]
838,ВЕГАПРОГРЕСС,1,[10434]
839,ВЕИР МИНЕРАЛЗ РФЗ,1,[9075]
840,ВЕКТОР,1,[14046]
841,ВЕКТРА,2,[10445 14052]
842,ВЕЛЕСГАРАНТСЕРВИС,1,[7802]
843,ВЕНЕТО-ГРУПП,1,[11290]
844,ВЕРБЕНА,1,[12723]
845,ВЕРЕСК,1,[11018]
846,ВЕРТИКАЛЬ - СТРОЙ,1,[11493]
847,ВЕСТ,1,[8755]
848,ВЗиС-ЭКСПЕРТ,5,[9453 9363 9501 9338 9454]
849,ВИ ХОЛДИНГ ДЕВЕЛОПМЕНТ,1,[7304]
850,ВИВАНА,1,[8674]
851,ВИЕР Групп,1,[8800]
852,ВИК,2,[ 7987 12690]
853,ВИКТОРКИНА,1,[12658]
854,ВИЛАР,1,[11192]
855,ВИЛИТА,1,[7107]
856,ВИЛЛБАУ,2,[ 8134 12243]
857,ВИН,1,[14361]
858,ВИРГО,1,[13680]
859,ВК ТРЕЙД,1,[13833]
860,ВКР,1,[9598]
861,ВКСервис,1,[11008]
862,ВКТМ,1,[12355]
863,ВЛ-терминалы,1,[8818]
864,ВЛИ ВОСТОК,1,[15127]
865,ВЛком,1,[9745]
866,ВНИИ Экология,1,[7082]
867,ВНИИР,2,[15276 12401]
868,ВНИПИЭТ,1,[11750]
869,ВНИПИнефть,2,[ 9670 12341]
870,ВНИПИпромтехнологии,2,[10076 10154]
871,ВНУКОВСКИЙ АВИАРЕМОНТНЫЙ ЗАВОД №400,1,[13148]
872,ВО ОрГМУ Минздрава России,1,[14037]
873,ВОДНАЯ ТЕХНИКА,1,[10607]
874,ВОДЭКО,1,[14276]
875,ВОЙСКОВАЯ ЧАСТЬ 6790,3,[10466 10189 12464]
876,ВОЛГА,1,[13750]
877,ВОЛГАТЕХКОНТАКТ,1,[11219]
878,ВОЛГАТРАНССТРОЙ-9,1,[15131]
879,ВОЛГАТРАНССТРОЙ-ПРОЕКТ,1,[6960]
880,ВОЛДИНСКИЙ ФЛЮОРИТ,1,[11901]
881,ВОЛЖСКИЙ ХИМКОМПЛЕКС,1,[14603]
882,ВОЛЬФРАМ,1,[12577]
883,ВОСКРЕСЕНСКОЕ,1,[8017]
884,ВОСТОК ДЕВЕЛОПМЕНТ,1,[14726]
885,ВОСТОК-ЗАПАД,1,[8557]
886,ВОСТОК-СЕРВИС-СПЕЦКОМПЛЕКТ,1,[14495]
887,ВОСТОКБАЙКАЛИНВЕСТ,1,[13119]
888,ВОСТОККОМПЛЕКТСЕРВИС ( ВКС ),1,[15334]
889,ВОСТОКТРАНС,1,[9824]
890,ВПК-Ойл,1,[11657]
891,ВПО УВАУ ГА(И),1,[10460]
892,ВПТ,1,[7011]
893,ВС,1,[8982]
894,ВСАМ Продакшн,1,[11504]
895,ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВТОМАТИКИ ИМ.Н.Л.ДУХОВА,2,[14038 14351]
896,ВСИ,1,[11633]
897,ВСК,4,[ 7646 12885 13681 12285]
898,ВТМ ДорПроект,2,[ 6837 12644]
899,ВУД Технолоджи,1,[12684]
900,ВХФ АЛЕКСАНДР,1,[8348]
901,ВЫБОРИНВЕСТ,1,[14174]
902,ВЫМПЕЛ,1,[12407]
903,ВЭЛСАНТ,1,[6810]
904,Вавилон,4,[9524 9480 9429 7882]
905,Вагон-Сервис,1,[8361]
906,Вайлдберриз,5,[ 8442  9311  8141 12228 11277]
907,ВайсТех Инжиниринг,1,[14895]
908,Валдай Сервис,1,[7916]
909,Валла-Тунтури,1,[11926]
910,Вапор,1,[8607]
911,ВарМол,1,[10678]
912,Варварино,1,[6687]
913,Варданянц Е.В.,1,[11363]
914,Варненский ДСК (Русская медная компания),1,[7161]
915,Василий,1,[7052]
916,Василиса Васильева,1,[7154]
917,Васильевская птицефабрика,2,[ 9047 10106]
918,Ваш партнёр,1,[9155]
919,Ваш торговый партнер,1,[6970]
920,Вега ,2,[7387 7450]
921,Вегатон,1,[7290]
922,Веденеев Д.В.,1,[10943]
923,Веденин Вячеслав,1,[9763]
924,Везерфорд (Weatherford),1,[9785]
925,Вектор,1,[7636]
926,Вектор строительства,1,[9684]
927,Велес,2,[8941 9794]
928,Велесстрой,1,[7189]
929,Велт,2,[9234 9291]
930,ВенЭкспо,1,[7021]
931,Венцн Процесс Инжиниринг,1,[9876]
932,Верта,1,[7117]
933,Вертекс,1,[13313]
934,"Вертикаль, СК",1,[6763]
935,Верхнекамская Калийная Компания,1,[9227]
936,Верхний бьеф,1,[9914]
937,Веселовка-4,4,[ 9259 10245  9690  7260]
938,Вест,2,[10261 10541]
939,ВестШоп,1,[10451]
940,Вестерос,1,[10761]
941,Ветеранов труда,1,[12724]
942,Ветмед,1,[8856]
943,ВетроОГК,5,[14161 14404 12594 12974 11302]
944,Вечные трубы - Строй,1,[7879]
945,Взлет-МСК,1,[14324]
946,Виадук-М,1,[15076]
947,Вигор,1,[11426]
948,Виктория Девелопмен,1,[7614]
949,Вилгуд в Подольске ,1,[7518]
950,Вимком Оптик ТС,1,[11083]
951,Виндс Логистик,1,[9094]
952,Виноградова Наталья Викторовна,1,[14994]
953,Виротех,1,[10197]
954,Висков,1,[12877]
955,Витро Кантри,1,[9419]
956,Витряк Дмитрий Александрович,1,[7589]
957,Витэк Инжиниринг,1,[10527]
958,Владение-В,1,[8200]
959,Владивосток,1,[7302]
960,Владимир,3,[14182  7178  7297]
961,Владимир Цин,1,[9802]
962,Внешстройимпорт,1,[11949]
963,Водоканал,2,[ 8944 15319]
964,Водоканал ЮБК,1,[8225]
965,Военно-строительная компания,2,[11976 11608]
966,Возрождение,2,[ 9090 12790]
967,Войсковая Часть 3270,1,[11213]
968,Войсковая Часть 3734,1,[13825]
969,Войсковая часть 2089,5,[12589 12975 12248 12081 11863]
970,Войсковая часть 2659,1,[9426]
971,Войсковая часть 3693,1,[14226]
972,Войсковая часть 55056 ,1,[10647]
973,Войсковая часть 55240,1,[12500]
974,Войсковая часть 68242,1,[10516]
975,Войсковая часть 6939 ВНГ,1,[10450]
976,Войсковая часть 7459,1,[10526]
977,Волга,1,[7013]
978,Волга Индастри,1,[7831]
979,Волга Констракшн,1,[10398]
980,ВолгаГидро ,1,[7883]
981,ВолгаСпецСтрой,1,[9728]
982,ВолгаТЭКинжиниринг,1,[8505]
983,Волгатрансстрой,1,[6969]
984,Волго-Дон АгроИнвест,1,[11924]
985,Волгоградгипротрубопровод,2,[10799 11524]
986,Волгохлебстроймонтаж,1,[11411]
987,Волжские коммунальные системы,1,[12683]
988,Волжский Завод Промышленной Арматуры (ВЗПА),1,[8995]
989,Вологдаоблэнерго,1,[9096]
990,Вольскцемент,2,[6934 7202]
991,Воробьев Дмитрий Генадьевич,1,[10315]
992,Воробьев Евгений,1,[10975]
993,Воронеж-Аква,2,[7037 7054]
994,Воронцов Э.В.,1,[10628]
995,Воскресная школа Сретение,1,[14453]
996,Восток,1,[9223]
997,Восток - Логистик,1,[11828]
998,Восток-Комплект,1,[12346]
999,ВостокСпецТрейд,1,[9402]
1000,Востокгеология,1,[10066]
1001,Восточная Техника,1,[10990]
1002,Восточная горнорудная компания,13,"[ 8621  8673  9091 13761 12757 12817 12849 13256 13257 13363 13380 12300
 12314]"
1003,Восточная сервисная компания,2,[10668  9612]
1004,Восточно-Прусский Ландшафт,1,[11898]
1005,Востсибтранспроект,5,[10709 14842 15324 12844 12075]
1006,Востсибуголь-Хакасия,1,[7854]
